"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"im","PersonMarriageEndReasonDescriptionText","im:PersonMarriageEndReasonDescriptionText",1,0,"","","","The description of why the Marriage terminated","nc","TextType","nc:TextType",,,
"im","PersonMarriageEndReasonText","im:PersonMarriageEndReasonText",1,0,"","","","The reason why the Marriage terminated","nc","TextType","nc:TextType",,,
"im","PersonMarriageLocation","im:PersonMarriageLocation",1,0,"","","","The location of the Marriage","nc","LocationType","nc:LocationType",,,
"intel","PersonMedicalCondition","intel:PersonMedicalCondition",1,0,"","","","Applied augmentation for type nc:MedicalConditionType","intel","PersonMedicalConditionType","intel:PersonMedicalConditionType","nc","MedicalCondition","nc:MedicalCondition"
"nc","PersonMedicalCondition","nc:PersonMedicalCondition",1,0,,,,"A state of health for a person, on-going or present.","nc","MedicalConditionType","nc:MedicalConditionType",,,
"intel","PersonMedicalConditionAugmentation","intel:PersonMedicalConditionAugmentation",1,0,"","","","Additional information about a medical condition of a person.","intel","PersonMedicalConditionAugmentationType","intel:PersonMedicalConditionAugmentationType",,,
"scr","PersonMedicalConditionCategoryCode","scr:PersonMedicalConditionCategoryCode",1,0,"","","","A kind of medical condition of a person.","scr","PersonMedicalConditionCodeType","scr:PersonMedicalConditionCodeType",,,
"scr","PersonMedicalConditionStatus","scr:PersonMedicalConditionStatus",1,0,,,,"a PERSONs health problem and physical limitation that an officer should be cautious of.","scr","PersonMedicalConditionStatusType","scr:PersonMedicalConditionStatusType",,,
"scr","PersonMedicalConditionStatusCode","scr:PersonMedicalConditionStatusCode",1,0,"","","","A status of the medical condition of a person.","scr","PersonMedicalConditionStatusCategoryCodeType","scr:PersonMedicalConditionStatusCategoryCodeType",,,
"nc","PersonMedicalDescriptionText","nc:PersonMedicalDescriptionText",1,0,,,,"A description of the overall health of a person.","nc","TextType","nc:TextType",,,
"nc","PersonMedicalFileIndicator","nc:PersonMedicalFileIndicator",1,0,,,"The presence of a file dose not necessarily indicate that there is a medical issue that impacts a persons driving ability.","True if a medical history file is known to exist for a person; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"intel","PersonMedicationRequiredText","intel:PersonMedicationRequiredText",1,0,,,,"A substance used to treat a condition.","nc","TextType","nc:TextType",,,
"nc","PersonMedicationRequiredText","nc:PersonMedicationRequiredText",1,0,,,,"A medication and dosage required for a person.","nc","TextType","nc:TextType",,,
"nc","PersonMentalStateText","nc:PersonMentalStateText",1,0,,,,"A mental condition of a person.","nc","TextType","nc:TextType",,,
"scr","PersonMetadata","scr:PersonMetadata",1,0,"","","","Metadata used for Screening purposes","scr","PersonMetadataType","scr:PersonMetadataType",,,
"nc","PersonMiddleName","nc:PersonMiddleName",1,0,,,,"A middle name of a person.","nc","PersonNameTextType","nc:PersonNameTextType",,,
"nc","PersonMilitarySummary","nc:PersonMilitarySummary",1,0,,,,"A service of a person in a military.","nc","MilitarySummaryType","nc:MilitarySummaryType",,,
"nc","PersonMoodDescriptionText","nc:PersonMoodDescriptionText",1,0,"temper, humor",,,"A description of a state of feeling of a person.","nc","TextType","nc:TextType",,,
"intel","PersonMultimediaIDBinary","intel:PersonMultimediaIDBinary",1,0,"","","This could be a photograph.","A non-textual indicator of a persons identity.","nc","BinaryType","nc:BinaryType",,,
"cbrn","PersonName","cbrn:PersonName",1,0,"","","","Identifier for a person in the form of a person's actual name.","nc","PersonNameType","nc:PersonNameType","cbrn","UserName","cbrn:UserName"
"im","PersonName","im:PersonName",1,0,"","","","Applied augmentation for type nc:PersonNameType","im","PersonNameType","im:PersonNameType","nc","PersonName","nc:PersonName"
"j","PersonName","j:PersonName",1,0,"","","","Applied augmentation for type nc:PersonNameType","j","PersonNameType","j:PersonNameType","nc","PersonName","nc:PersonName"
"nc","PersonName","nc:PersonName",1,0,,,,"A combination of names and/or titles by which a person is known.","nc","PersonNameType","nc:PersonNameType",,,
"scr","PersonName","scr:PersonName",1,0,"","","","Applied augmentation for type nc:PersonNameType","scr","PersonNameType","scr:PersonNameType","nc","PersonName","nc:PersonName"
"im","PersonNameAugmentation","im:PersonNameAugmentation",1,0,"","","","Additional information about a person name.","im","PersonNameAugmentationType","im:PersonNameAugmentationType",,,
"j","PersonNameAugmentation","j:PersonNameAugmentation",1,0,"","","","Additional information about a name of a person.","j","PersonNameAugmentationType","j:PersonNameAugmentationType",,,
"scr","PersonNameAugmentation","scr:PersonNameAugmentation",1,0,"","","","Supplements PersonName and specifies the additional name information used for Screening.","scr","PersonNameAugmentationType","scr:PersonNameAugmentationType",,,
"j","personNameCategoryCode","j:personNameCategoryCode",0,0,"","","","A kind of name for a person.","nonauth","PersonNameCategoryCodeSimpleType","nonauth:PersonNameCategoryCodeSimpleType",,,
"scr","PersonNameCategoryCode","scr:PersonNameCategoryCode",1,0,"","Presented, Birth Name, Other Legal Name, Alias","","A kind of a name of a person.","scr","PersonNameCategoryCodeType","scr:PersonNameCategoryCodeType",,,
"nc","personNameCommentText","nc:personNameCommentText",0,0,"","","","A comment about a kind of name for a person.","xsd","string","xsd:string",,,
"im","PersonNameDateRange","im:PersonNameDateRange",1,0,"","","","The beginning and ending dates for the use of a name","nc","DateRangeType","nc:DateRangeType",,,
"nc","personNameInitialIndicator","nc:personNameInitialIndicator",0,0,,,,"True if value represents the first letter or initials of a persons name; false otherwise.","xsd","boolean","xsd:boolean",,,
"j","PersonNameInitialsText","j:PersonNameInitialsText",1,0,,,,"A first letter of a persons given, possibly middle, and last names.","nc","TextType","nc:TextType",,,
"scr","PersonNameOriginText","scr:PersonNameOriginText",1,0,"","","","The text that specifies the presumed linguistic origin of the name.","nc","TextType","nc:TextType",,,
"nc","PersonNamePrefixText","nc:PersonNamePrefixText",1,0,,"Mr., Mrs., Ms., Miss, Dr., Judge, General",,"A title or honorific used by a person.","nc","TextType","nc:TextType",,,
"j","PersonNameSoundexText","j:PersonNameSoundexText",1,0,,,,"A name encoding such that similar sounding names with different spellings appear the same.","nc","TextType","nc:TextType",,,
"nc","PersonNameSuffixText","nc:PersonNameSuffixText",1,0,,"Jr., Sr., III, PhD, MD, LLD",,"A term appended after the family name that qualifies the name.","nc","TextType","nc:TextType",,,
"nc","PersonNameText","nc:PersonNameText",1,0,,,,"A name by which a person is known, referred, or addressed.","nc","PersonNameTextType","nc:PersonNameTextType",,,
"scr","PersonNameTextAugmentation","scr:PersonNameTextAugmentation",1,0,"","","","Additional information about a name of a person.","scr","PersonNameTextAugmentationType","scr:PersonNameTextAugmentationType",,,
"nc","PersonNationalIdentification","nc:PersonNationalIdentification",1,0,,,,"An identification that references a person within a country but is not based on fingerprint.","nc","IdentificationType","nc:IdentificationType",,,
"nc","PersonNationality","nc:PersonNationality",1,1,,,,"A country in which a person was born.",,,,,,
"nc","PersonNationalityFIPS10-4Code","nc:PersonNationalityFIPS10-4Code",1,0,,,,"A country in which a person was born.","fips_10-4","CountryCodeType","fips_10-4:CountryCodeType","nc","PersonNationality","nc:PersonNationality"
"nc","PersonNationalityISO3166Alpha2Code","nc:PersonNationalityISO3166Alpha2Code",1,0,,,,"A country in which a person was born.","iso_3166","CountryAlpha2CodeType","iso_3166:CountryAlpha2CodeType","nc","PersonNationality","nc:PersonNationality"
"nc","PersonNationalityISO3166Alpha3Code","nc:PersonNationalityISO3166Alpha3Code",1,0,,,,"A country in which a person was born.","iso_3166","CountryAlpha3CodeType","iso_3166:CountryAlpha3CodeType","nc","PersonNationality","nc:PersonNationality"
"nc","PersonNationalityISO3166NumericCode","nc:PersonNationalityISO3166NumericCode",1,0,,,,"A country in which a person was born.","iso_3166","CountryNumericCodeType","iso_3166:CountryNumericCodeType","nc","PersonNationality","nc:PersonNationality"
"nc","PersonNationalityText","nc:PersonNationalityText",1,0,,,,"A country in which a person was born.","nc","TextType","nc:TextType",,,
"j","PersonNCICIdentification","j:PersonNCICIdentification",1,0,,,,"A file control number (FCN) that is often used to link a NCIC record to a person.","nc","IdentificationType","nc:IdentificationType",,,
"im","PersonNickName","im:PersonNickName",1,0,,,,"A nickname or streetname of a person.","nc","PersonNameTextType","nc:PersonNameTextType",,,
"nc","PersonOrganDonatorIndicator","nc:PersonOrganDonatorIndicator",1,0,,,,"True if a person has given consent to be used as an organ donor upon death; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonOrganDonorCode","nc:PersonOrganDonorCode",1,0,,,,"An organ a person is willing to donate upon death.","ansi_d20","PersonOrganDonorCodeType","ansi_d20:PersonOrganDonorCodeType","nc","PersonDonorOrgan","nc:PersonDonorOrgan"
"nc","PersonOrganDonorText","nc:PersonOrganDonorText",1,0,,,,"An organ a person is willing to donate upon death.","nc","TextType","nc:TextType","nc","PersonDonorOrgan","nc:PersonDonorOrgan"
"nc","PersonOrganizationAffiliationAssociation","nc:PersonOrganizationAffiliationAssociation",1,0,,,,"An association between a person and an organization.","nc","PersonOrganizationAssociationType","nc:PersonOrganizationAssociationType",,,
"nc","PersonOrganizationAssociation","nc:PersonOrganizationAssociation",1,0,,,,"An association between a person and an organization.","nc","PersonOrganizationAssociationType","nc:PersonOrganizationAssociationType",,,
"nc","PersonOtherIdentification","nc:PersonOtherIdentification",1,0,"","","These are state ID cards or other non-license and non-fingerprint based IDs.","Information about an identifier with a kind that is not explicitly defined in the standard that refers to a person within a certain domain.","nc","IdentificationType","nc:IdentificationType",,,
"nc","PersonOwnsItemAssociation","nc:PersonOwnsItemAssociation",1,0,,,,"An association between a person and a property item that person owns.","nc","PersonItemAssociationType","nc:PersonItemAssociationType",,,
"j","PersonPalmPrint","j:PersonPalmPrint",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's palm print.","nc","BiometricType","nc:BiometricType",,,
"nc","PersonParent","nc:PersonParent",1,0,,,,"A father or mother of a person.","nc","PersonType","nc:PersonType",,,
"im","PersonParentChildAssociation","im:PersonParentChildAssociation",1,0,"","","","Applied augmentation for type nc:ImmediateFamilyAssociationType","im","PersonParentChildAssociationType","im:PersonParentChildAssociationType","nc","ImmediateFamilyAssociation","nc:ImmediateFamilyAssociation"
"im","PersonParentChildAssociationAugmentation","im:PersonParentChildAssociationAugmentation",1,0,"","","","A data type for an association between a Parent and a Child who are related to each other.","im","PersonParentChildAssociationAugmentationType","im:PersonParentChildAssociationAugmentationType",,,
"nc","PersonPassportIdentification","nc:PersonPassportIdentification",1,0,,,,"An identification of a passport issued to a person.","nc","IdentificationType","nc:IdentificationType",,,
"j","PersonPasswordText","j:PersonPasswordText",1,0,,,,"Password provided/used by a victim of Identity Theft to verify their ID","nc","TextType","nc:TextType",,,
"scr","PersonPhoneAssociation","scr:PersonPhoneAssociation",1,0,,,,"An association between a PERSON and a PHONE.","scr","PersonPhoneAssociationType","scr:PersonPhoneAssociationType",,,
"nc","PersonPhysicalDisabilityText","nc:PersonPhysicalDisabilityText",1,0,"handicap",,,"A physical disability of a person.","nc","TextType","nc:TextType",,,
"nc","PersonPhysicalFeature","nc:PersonPhysicalFeature",1,0,,,,"A prominent or easily identifiable aspect of  a person.","nc","PhysicalFeatureType","nc:PhysicalFeatureType",,,
"scr","PersonPhysicalMarking","scr:PersonPhysicalMarking",1,0,"","","","Applied augmentation for type nc:PhysicalFeatureType","scr","PersonPhysicalMarkingType","scr:PersonPhysicalMarkingType","nc","PhysicalFeature","nc:PhysicalFeature"
"scr","PersonPhysicalMarkingAugmentation","scr:PersonPhysicalMarkingAugmentation",1,0,"","","These physical features can include scars, marks, and tattoos.","Additional information about a set of physical markings of a person.","scr","PersonPhysicalMarkingAugmentationType","scr:PersonPhysicalMarkingAugmentationType",,,
"scr","PersonPhysicalMarkingID","scr:PersonPhysicalMarkingID",1,0,,,,"The identifier that represents the PERSON PHYSICAL MARKING.","niem-xsd","string","niem-xsd:string",,,
"nc","PersonPossessCreditCardIndicator","nc:PersonPossessCreditCardIndicator",1,0,,,,"True if a person of interest indicates possession of any credit cards; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonPossessesItemAssociation","nc:PersonPossessesItemAssociation",1,0,,,,"An association between a person and a property item that person possesses.","nc","PersonItemAssociationType","nc:PersonItemAssociationType",,,
"j","PersonPotentialChargeAssociation","j:PersonPotentialChargeAssociation",1,0,,,,"An association between a person and potential charges.","j","PersonChargeAssociationType","j:PersonChargeAssociationType",,,
"nc","PersonPrimaryLanguage","nc:PersonPrimaryLanguage",1,0,"native language",,"This can also be used for bi-lingual or multi-lingual people.","A capacity of a person for a language with which that person has the strongest familiarity.","nc","PersonLanguageType","nc:PersonLanguageType",,,
"j","PersonPrimaryWorker","j:PersonPrimaryWorker",1,0,,,,"A primary social worker or other overseer assigned to a person that is not a caregiver.","nc","PersonType","nc:PersonType",,,
"nc","PersonPrimaryWorkerAssociation","nc:PersonPrimaryWorkerAssociation",1,0,,,,"An association between a person and a primary worker assigned to that person.","nc","PersonWorkerAssociationType","nc:PersonWorkerAssociationType",,,
"nc","PersonRace","nc:PersonRace",1,1,,,,"A classification of a person based on factors such as geographical locations and genetics.",,,,,,
"nc","PersonRaceCode","nc:PersonRaceCode",1,0,,,,"A classification of a person based on factors such as geographical locations and genetics.","fbi","RACCodeType","fbi:RACCodeType","nc","PersonRace","nc:PersonRace"
"nc","PersonRaceText","nc:PersonRaceText",1,0,,,,"A classification of a person based on factors such as geographical locations and genetics.","nc","TextType","nc:TextType","nc","PersonRace","nc:PersonRace"
"nc","PersonReadsLanguageIndicator","nc:PersonReadsLanguageIndicator",1,0,,,,"True if a person is able to read a language; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","PersonReferralWorker","j:PersonReferralWorker",1,0,,,,"Employee of State assigned to the particular juvenile","nc","PersonType","nc:PersonType",,,
"nc","PersonReferralWorkerAssociation","nc:PersonReferralWorkerAssociation",1,0,,,,"An association between a person and a referral  worker assigned to that person.","nc","PersonWorkerAssociationType","nc:PersonWorkerAssociationType",,,
"j","PersonRegisteredOffenderIndicator","j:PersonRegisteredOffenderIndicator",1,0,,,,"True if a person is required to register as an offender; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonReligionText","nc:PersonReligionText",1,0,,,,"A religion to which a person subscribes or believes; a categorization of spiritual beliefs.","nc","TextType","nc:TextType",,,
"nc","PersonResident","nc:PersonResident",1,1,"","local, resident, non-resident","","A manner of residence a person has in a city, town, community, or other area..",,,,,,
"nc","PersonResidentCode","nc:PersonResidentCode",1,0,,,,"A manner of residence a person has in an area such as a city, town, or community.","fbi","ResidentCodeType","fbi:ResidentCodeType","nc","PersonResident","nc:PersonResident"
"nc","PersonResidentText","nc:PersonResidentText",1,0,,,,"A manner of residence a person has in an area such as a city, town, or community.","nc","TextType","nc:TextType","nc","PersonResident","nc:PersonResident"
"nc","PersonResidesAtFacilityAssociation","nc:PersonResidesAtFacilityAssociation",1,0,,,,"An association between a person and a facility at which that person lives.","nc","FacilityPersonAssociationType","nc:FacilityPersonAssociationType","nc","FacilityPersonAssociation","nc:FacilityPersonAssociation"
"j","PersonRetina","j:PersonRetina",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's retina.","nc","BiometricType","nc:BiometricType",,,
"scr","PersonRole","scr:PersonRole",1,0,,,,"A part played by a Person in an Encounter.","scr","PersonRoleType","scr:PersonRoleType",,,
"scr","PersonRoleCategoryCode","scr:PersonRoleCategoryCode",1,0,"","Witness, ICE Employee, Attorney Agent","","A kind of person role.","scr","PersonRoleCategoryCodeType","scr:PersonRoleCategoryCodeType",,,
"scr","PersonRoleCategoryText","scr:PersonRoleCategoryText",1,0,"","Witness, ICE Employee, Attorney Agent","","A kind of person role.","nc","TextType","nc:TextType",,,
"scr","PersonRoleCode","scr:PersonRoleCode",1,0,"","Driver, Officer, Passenger, Victim, Crew Member","","A kind of person lead role.","scr","PersonRoleCategoryCodeType","scr:PersonRoleCategoryCodeType",,,
"scr","PersonRoleEffectiveDate","scr:PersonRoleEffectiveDate",1,0,,,,"The date when the PERSON ROLE came into existence.","nc","DateType","nc:DateType",,,
"scr","PersonRoleEndDate","scr:PersonRoleEndDate",1,0,,,,"The date when the PERSON ROLE ended.","nc","DateType","nc:DateType",,,
"scr","PersonRoleID","scr:PersonRoleID",1,0,,,,"An identifier that represents a PERSON ROLE.","niem-xsd","string","niem-xsd:string",,,
"j","PersonSaliva","j:PersonSaliva",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's saliva.","nc","BiometricType","nc:BiometricType",,,
"scr","PersonSearchResult","scr:PersonSearchResult",1,0,"","","","Used for returning person status information to the requesting organization","scr","PersonSearchResultType","scr:PersonSearchResultType",,,
"nc","PersonSecondaryLanguage","nc:PersonSecondaryLanguage",1,0,,,,"A capacity of a person for a language with which that person is not completely fluent.","nc","PersonLanguageType","nc:PersonLanguageType",,,
"nc","PersonSecurityClearance","nc:PersonSecurityClearance",1,1,,"top secret, secret, confidential, none, SCI",,"A formal authorization granting a person access to classified or restricted information.",,,,,,
"nc","PersonSecurityClearanceCode","nc:PersonSecurityClearanceCode",1,0,,,,"A formal authorization granting a person access to classified or restricted information.","nc","TextType","nc:TextType","nc","PersonSecurityClearance","nc:PersonSecurityClearance"
"nc","PersonSecurityClearanceText","nc:PersonSecurityClearanceText",1,0,,,,"A formal authorization granting a person access to classified or restricted information.","nc","TextType","nc:TextType","nc","PersonSecurityClearance","nc:PersonSecurityClearance"
"j","PersonSemen","j:PersonSemen",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's semen.","nc","BiometricType","nc:BiometricType",,,
"nc","PersonSex","nc:PersonSex",1,1,,,,"A gender or sex of a person.",,,,,,
"nc","PersonSexCode","nc:PersonSexCode",1,0,,,,"A gender or sex of a person.","fbi","SEXCodeType","fbi:SEXCodeType","nc","PersonSex","nc:PersonSex"
"nc","PersonSexText","nc:PersonSexText",1,0,,,,"A gender or sex of a person.","nc","TextType","nc:TextType","nc","PersonSex","nc:PersonSex"
"nc","PersonSexualOrientationText","nc:PersonSexualOrientationText",1,0,,,,"A target gender of the sexual interest of a person.","nc","TextType","nc:TextType",,,
"j","PersonSightedIndicator","j:PersonSightedIndicator",1,0,,,,"True if a person has been sighted; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonSkinTone","nc:PersonSkinTone",1,1,,,,"A color or tone of the skin of a person.",,,,,,
"nc","PersonSkinToneCode","nc:PersonSkinToneCode",1,0,,,,"A color or tone of the skin of a person.","fbi","SKNCodeType","fbi:SKNCodeType","nc","PersonSkinTone","nc:PersonSkinTone"
"nc","PersonSkinToneText","nc:PersonSkinToneText",1,0,,,,"A color or tone of the skin of a person.","nc","TextType","nc:TextType","nc","PersonSkinTone","nc:PersonSkinTone"
"nc","PersonSpeaksLanguageIndicator","nc:PersonSpeaksLanguageIndicator",1,0,,,,"True if a person is able to speak a language; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonSpeechDescriptionText","nc:PersonSpeechDescriptionText",1,0,,"stutter, cleft palate",,"A description of any impediments that can affect the speech of a person.","nc","TextType","nc:TextType",,,
"j","PersonSpeechPattern","j:PersonSpeechPattern",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's speech pattern.","nc","BiometricType","nc:BiometricType",,,
"nc","PersonSSNIdentification","nc:PersonSSNIdentification",1,0,"ssn, SSN, social security number",,"This is a 9-digit numeric identifier.","A unique reference to a living person; assigned by the United States Social Security Administration.","nc","IdentificationType","nc:IdentificationType",,,
"j","PersonStateFingerprintIdentification","j:PersonStateFingerprintIdentification",1,0,"State ID number or a SID","","The element nc:PersonStateIdentification is the element that should be used instead of this one to refer to an ID card generally issued by the state's DMV instead of a driver license for persons who don't have a driver license.","An identifier assigned to a person by a state identification bureau, generally based on submission of the person's fingerprints to the state's Automated Fingerprint Identification System (AFIS).","nc","IdentificationType","nc:IdentificationType",,,
"nc","PersonStateIdentification","nc:PersonStateIdentification",1,0,,,,"An identification of a person based on a state-issued ID card.","nc","IdentificationType","nc:IdentificationType",,,
"scr","PersonStatusSummary","scr:PersonStatusSummary",1,0,"","","","The status of Person involved in a Screening Encounter.","scr","PersonStatusSummaryType","scr:PersonStatusSummaryType",,,
"nc","PersonStolenIdentityAssociation","nc:PersonStolenIdentityAssociation",1,0,,,,"An association between a person and a stolen identity used by that person.","nc","IdentityAssociationType","nc:IdentityAssociationType",,,
"scr","PersonSubjectEncounter","scr:PersonSubjectEncounter",1,0,,,,"An association between a PERSON and ENCOUNTER","im","AlienEncounterType","im:AlienEncounterType",,,
"nc","PersonSurName","nc:PersonSurName",1,0,,,,"A last name or family name of a person.","nc","PersonNameTextType","nc:PersonNameTextType",,,
"intel","PersonSystemIdentifier","intel:PersonSystemIdentifier",1,0,,,,"Details about a system identifier that references a person.","intel","SystemIdentifierType","intel:SystemIdentifierType",,,
"nc","PersonTaxIdentification","nc:PersonTaxIdentification",1,0,,,"Within the U.S., this identifier may also be a persons social security number (SSN) or another identifier.","An identification used to refer to a specific person within the tax system of a country.","nc","IdentificationType","nc:IdentificationType",,,
"scr","PersonTelephoneNumber","scr:PersonTelephoneNumber",1,0,,,,"An association between a PERSON and TELEPHONE","nc","TelephoneNumberType","nc:TelephoneNumberType",,,
"nc","PersonTemporaryAssignedUnitAssociation","nc:PersonTemporaryAssignedUnitAssociation",1,0,,,,"An association between a person and a temporarily assigned unit.","nc","PersonOrganizationAssociationType","nc:PersonOrganizationAssociationType",,,
"j","PersonTemporaryAssignmentUnit","j:PersonTemporaryAssignmentUnit",1,0,,,,"The organizational unit to which a person is assigned, specifically a temporary assignment.","nc","OrganizationType","nc:OrganizationType",,,
"j","PersonThermalFaceImage","j:PersonThermalFaceImage",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's thermal face image.","nc","BiometricType","nc:BiometricType",,,
"j","PersonThermalHandImage","j:PersonThermalHandImage",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's thermal hand image.","nc","BiometricType","nc:BiometricType",,,
"j","PersonThermalImage","j:PersonThermalImage",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's thermal image.","nc","BiometricType","nc:BiometricType",,,
"j","PersonTooth","j:PersonTooth",1,0,"","","","Applied augmentation for type nc:ToothType","j","PersonToothType","j:PersonToothType","nc","PersonTooth","nc:PersonTooth"
"nc","PersonTooth","nc:PersonTooth",1,0,,,,"A tooth of a person.","nc","ToothType","nc:ToothType",,,
"j","PersonToothAugmentation","j:PersonToothAugmentation",1,0,"","","","Additional information about a tooth.","j","PersonToothAugmentationType","j:PersonToothAugmentationType",,,
"j","PersonTreatmentFee","j:PersonTreatmentFee",1,0,"","","","A monetary fee associated with a treatment","nc","ObligationType","nc:ObligationType",,,
"nc","PersonUnionCategory","nc:PersonUnionCategory",1,1,,,,"A kind of union between two people.",,,,,,
"nc","PersonUnionCategoryCode","nc:PersonUnionCategoryCode",1,0,,,,"A kind of union between two people.","nonauth","MarriageCategoryCodeType","nonauth:MarriageCategoryCodeType","nc","PersonUnionCategory","nc:PersonUnionCategory"
"nc","PersonUnionCategoryText","nc:PersonUnionCategoryText",1,0,,,,"A kind of union between two people.","nc","TextType","nc:TextType","nc","PersonUnionCategory","nc:PersonUnionCategory"
"nc","PersonUnionStatus","nc:PersonUnionStatus",1,0,,,,"A status of a union between two people.","nc","MarriageStatusType","nc:MarriageStatusType",,,
"nc","PersonUnionStatusCode","nc:PersonUnionStatusCode",1,0,,,,"A status of a union between two people.","nonauth","MarriageStatusCodeType","nonauth:MarriageStatusCodeType",,,
"j","PersonUrine","j:PersonUrine",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's urine.","nc","BiometricType","nc:BiometricType",,,
"nc","PersonUSCitizenIndicator","nc:PersonUSCitizenIndicator",1,0,,,,"True if a person is a citizen of the United States; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","PersonVeinPattern","j:PersonVeinPattern",1,0,"","","","A representation or an encoding of the identifying characteristics of a person's vein pattern.","nc","BiometricType","nc:BiometricType",,,
"j","PersonVendorIdentification","j:PersonVendorIdentification",1,0,"","","This ID may be assigned by an organization to identify a contractor.","An assigned ID to identify a vendor.","nc","IdentificationType","nc:IdentificationType",,,
"nc","PersonVisionPrescriptionText","nc:PersonVisionPrescriptionText",1,0,,,,"A prescription a person needs for corrective lenses or contacts.","nc","TextType","nc:TextType",,,
"m","PersonVisitingAddressLocation","m:PersonVisitingAddressLocation",1,0,"","","","The location or address where a person will be visiting or staying while traveling.","nc","LocationType","nc:LocationType",,,
"nc","PersonWeightDescriptionText","nc:PersonWeightDescriptionText",1,0,,,,"A description of the weight of a person. ","nc","TextType","nc:TextType",,,
"nc","PersonWeightMeasure","nc:PersonWeightMeasure",1,0,,,,"A measurement of the weight of a person.","nc","WeightMeasureType","nc:WeightMeasureType",,,
"nc","PersonWorker","nc:PersonWorker",1,0,,,,"A person assigned to do work for or on behalf of a person.","nc","PersonType","nc:PersonType",,,
"nc","PersonWorkerAssociation","nc:PersonWorkerAssociation",1,0,,,,"An association between a person and a person assigned to do work for or on behalf of that person.","nc","PersonWorkerAssociationType","nc:PersonWorkerAssociationType",,,
"nc","PersonWorkLocation","nc:PersonWorkLocation",1,0,,,,"The work address or structure of a person. This association is used when the persons employer is not known. If the employer is known, use an Organization which in turn has a Location.","nc","LocationType","nc:LocationType",,,
"j","PersonWorkLocationStructure","j:PersonWorkLocationStructure",1,0,"","","This association is used when the persons employer is not known. If the employer is known, use an Organization which in turn has a Location.","The work address or structure of a person.","nc","FacilityType","nc:FacilityType","nc","PersonWorkPlace","nc:PersonWorkPlace"
"nc","PersonWorkPlace","nc:PersonWorkPlace",1,1,,,"This is used when the persons employer is not known. If the employer is known, use an Organization which in turn has a Location.","The work address or structure of a person.",,,,,,
"nc","PersonWorksAtFacilityAssociation","nc:PersonWorksAtFacilityAssociation",1,0,,,,"An association between a person and a facility at which that person works.","nc","FacilityPersonAssociationType","nc:FacilityPersonAssociationType","nc","FacilityPersonAssociation","nc:FacilityPersonAssociation"
"nc","PersonWritesLanguageIndicator","nc:PersonWritesLanguageIndicator",1,0,,,,"True if a person is able to write a language; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonXRayImage","nc:PersonXRayImage",1,0,,,,"An X-Ray image of a person or part of a person.","nc","ImageType","nc:ImageType",,,
"fs","Petition","fs:Petition",1,0,"","","","A formally drawn request, often bearing the names of a number of those making the request, that is addressed to a person or group of persons in authority or power, soliciting some favor, right, mercy, or other benefit.","fs","PetitionType","fs:PetitionType",,,
"fs","PetitionCategory","fs:PetitionCategory",1,1,"","","","The type of petition being submitted.",,,,,,
"fs","PetitionCategoryCode","fs:PetitionCategoryCode",1,0,"","","","A code indicating the type  of petition being submitted.","fs","PetitionCategoryCodeType","fs:PetitionCategoryCodeType","fs","PetitionCategory","fs:PetitionCategory"
"fs","PetitionCategoryText","fs:PetitionCategoryText",1,0,"","","","The type of petition being submitted.","nc","TextType","nc:TextType","fs","PetitionCategory","fs:PetitionCategory"
"fs","Petitioner","fs:Petitioner",1,0,"","","","The person filing the petition.","fs","PetitionerType","fs:PetitionerType",,,
"fs","PetitionerChildAssociation","fs:PetitionerChildAssociation",1,0,"","","","Information about the association between a petitioner and a child.","fs","PetitionerChildAssociationType","fs:PetitionerChildAssociationType",,,
"fs","PetitionID","fs:PetitionID",1,0,"","","","An ID which identifies a  petition.","nc","TextType","nc:TextType",,,
"fs","PetitionReasonText","fs:PetitionReasonText",1,0,"","","","Text describing the reason for the petition.","nc","TextType","nc:TextType",,,
