"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"nc","PersonPossessesItemAssociation","nc:PersonPossessesItemAssociation",1,0,,,,"An association between a person and a property item that person possesses.","nc","PersonItemAssociationType","nc:PersonItemAssociationType",,,
"j","PersonPotentialChargeAssociation","j:PersonPotentialChargeAssociation",1,0,,,,"An association between a person and potential charges.","j","PersonChargeAssociationType","j:PersonChargeAssociationType",,,
"nc","PersonPrimaryLanguage","nc:PersonPrimaryLanguage",1,0,"native language",,"This can also be used for bi-lingual or multi-lingual people.","A capacity of a person for a language with which that person has the strongest familiarity.","nc","PersonLanguageType","nc:PersonLanguageType",,,
"j","PersonPrimaryWorker","j:PersonPrimaryWorker",1,0,,,,"A primary social worker or other overseer assigned to a person that is not a caregiver.","nc","PersonType","nc:PersonType",,,
"nc","PersonPrimaryWorkerAssociation","nc:PersonPrimaryWorkerAssociation",1,0,,,,"An association between a person and a primary worker assigned to that person.","nc","PersonWorkerAssociationType","nc:PersonWorkerAssociationType",,,
"nc","PersonRace","nc:PersonRace",1,1,,,,"A classification of a person based on factors such as geographical locations and genetics.",,,,,,
"nc","PersonRaceCode","nc:PersonRaceCode",1,0,,,,"A classification of a person based on factors such as geographical locations and genetics.","fbi","RACCodeType","fbi:RACCodeType","nc","PersonRace","nc:PersonRace"
"nc","PersonRaceText","nc:PersonRaceText",1,0,,,,"A classification of a person based on factors such as geographical locations and genetics.","nc","TextType","nc:TextType","nc","PersonRace","nc:PersonRace"
"nc","PersonReadsLanguageIndicator","nc:PersonReadsLanguageIndicator",1,0,,,,"True if a person is able to read a language; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","PersonReferralWorker","j:PersonReferralWorker",1,0,,,,"Employee of State assigned to the particular juvenile","nc","PersonType","nc:PersonType",,,
"nc","PersonReferralWorkerAssociation","nc:PersonReferralWorkerAssociation",1,0,,,,"An association between a person and a referral  worker assigned to that person.","nc","PersonWorkerAssociationType","nc:PersonWorkerAssociationType",,,
"j","PersonRegisteredOffenderIndicator","j:PersonRegisteredOffenderIndicator",1,0,,,,"True if a person is required to register as an offender; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonReligionText","nc:PersonReligionText",1,0,,,,"A religion to which a person subscribes or believes; a categorization of spiritual beliefs.","nc","TextType","nc:TextType",,,
"nc","PersonResident","nc:PersonResident",1,1,"","local, resident, non-resident","","A manner of residence a person has in a city, town, community, or other area..",,,,,,
"nc","PersonResidentCode","nc:PersonResidentCode",1,0,,,,"A manner of residence a person has in an area such as a city, town, or community.","fbi","ResidentCodeType","fbi:ResidentCodeType","nc","PersonResident","nc:PersonResident"
"nc","PersonResidentText","nc:PersonResidentText",1,0,,,,"A manner of residence a person has in an area such as a city, town, or community.","nc","TextType","nc:TextType","nc","PersonResident","nc:PersonResident"
"nc","PersonResidesAtFacilityAssociation","nc:PersonResidesAtFacilityAssociation",1,0,,,,"An association between a person and a facility at which that person lives.","nc","FacilityPersonAssociationType","nc:FacilityPersonAssociationType","nc","FacilityPersonAssociation","nc:FacilityPersonAssociation"
"j","PersonRetina","j:PersonRetina",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s retina.","nc","BiometricType","nc:BiometricType",,,
"scr","PersonRole","scr:PersonRole",1,0,,,,"A part played by a Person in an Encounter.","scr","PersonRoleType","scr:PersonRoleType",,,
"scr","PersonRoleCategoryCode","scr:PersonRoleCategoryCode",1,0,"","Witness, ICE Employee, Attorney Agent","","A kind of person role.","scr","PersonRoleCategoryCodeType","scr:PersonRoleCategoryCodeType",,,
"scr","PersonRoleCategoryText","scr:PersonRoleCategoryText",1,0,"","Witness, ICE Employee, Attorney Agent","","A kind of person role.","nc","TextType","nc:TextType",,,
"scr","PersonRoleCode","scr:PersonRoleCode",1,0,"","Driver, Officer, Passenger, Victim, Crew Member","","A kind of person lead role.","scr","PersonRoleCategoryCodeType","scr:PersonRoleCategoryCodeType",,,
"scr","PersonRoleEffectiveDate","scr:PersonRoleEffectiveDate",1,0,,,,"The date when the PERSON ROLE came into existence.","nc","DateType","nc:DateType",,,
"scr","PersonRoleEndDate","scr:PersonRoleEndDate",1,0,,,,"The date when the PERSON ROLE ended.","nc","DateType","nc:DateType",,,
"scr","PersonRoleID","scr:PersonRoleID",1,0,,,,"An identifier that represents a PERSON ROLE.","niem-xsd","string","niem-xsd:string",,,
"j","PersonSaliva","j:PersonSaliva",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s saliva.","nc","BiometricType","nc:BiometricType",,,
"nc","PersonSecondaryLanguage","nc:PersonSecondaryLanguage",1,0,,,,"A capacity of a person for a language with which that person is not completely fluent.","nc","PersonLanguageType","nc:PersonLanguageType",,,
"nc","PersonSecurityClearance","nc:PersonSecurityClearance",1,1,,"top secret, secret, confidential, none, SCI",,"A formal authorization granting a person access to classified or restricted information.",,,,,,
"nc","PersonSecurityClearanceCode","nc:PersonSecurityClearanceCode",1,0,,,,"A formal authorization granting a person access to classified or restricted information.","nc","TextType","nc:TextType","nc","PersonSecurityClearance","nc:PersonSecurityClearance"
"nc","PersonSecurityClearanceText","nc:PersonSecurityClearanceText",1,0,,,,"A formal authorization granting a person access to classified or restricted information.","nc","TextType","nc:TextType","nc","PersonSecurityClearance","nc:PersonSecurityClearance"
"j","PersonSemen","j:PersonSemen",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s semen.","nc","BiometricType","nc:BiometricType",,,
"nc","PersonSex","nc:PersonSex",1,1,,,,"A gender or sex of a person.",,,,,,
"nc","PersonSexCode","nc:PersonSexCode",1,0,,,,"A gender or sex of a person.","fbi","SEXCodeType","fbi:SEXCodeType","nc","PersonSex","nc:PersonSex"
"nc","PersonSexText","nc:PersonSexText",1,0,,,,"A gender or sex of a person.","nc","TextType","nc:TextType","nc","PersonSex","nc:PersonSex"
"nc","PersonSexualOrientationText","nc:PersonSexualOrientationText",1,0,,,,"A target gender of the sexual interest of a person.","nc","TextType","nc:TextType",,,
"j","PersonSightedIndicator","j:PersonSightedIndicator",1,0,,,,"True if a person has been sighted; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonSkinTone","nc:PersonSkinTone",1,1,,,,"A color or tone of the skin of a person.",,,,,,
"nc","PersonSkinToneCode","nc:PersonSkinToneCode",1,0,,,,"A color or tone of the skin of a person.","fbi","SKNCodeType","fbi:SKNCodeType","nc","PersonSkinTone","nc:PersonSkinTone"
"nc","PersonSkinToneText","nc:PersonSkinToneText",1,0,,,,"A color or tone of the skin of a person.","nc","TextType","nc:TextType","nc","PersonSkinTone","nc:PersonSkinTone"
"nc","PersonSpeaksLanguageIndicator","nc:PersonSpeaksLanguageIndicator",1,0,,,,"True if a person is able to speak a language; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonSpeechDescriptionText","nc:PersonSpeechDescriptionText",1,0,,"stutter, cleft palate",,"A description of any impediments that can affect the speech of a person.","nc","TextType","nc:TextType",,,
"j","PersonSpeechPattern","j:PersonSpeechPattern",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s speech pattern.","nc","BiometricType","nc:BiometricType",,,
"intel","PersonSSNIdentification","intel:PersonSSNIdentification",1,0,"social security number, SSN","","","A 9-digit numeric identifier assigned to a living person by the U.S. Social Security Administration.","nc","IdentificationType","nc:IdentificationType","nc","PersonSSNIdentification","nc:PersonSSNIdentification"
"nc","PersonSSNIdentification","nc:PersonSSNIdentification",1,0,"ssn, SSN, social security number",,"This is a 9-digit numeric identifier.","A unique reference to a living person; assigned by the United States Social Security Administration.","nc","IdentificationType","nc:IdentificationType",,,
"j","PersonStateFingerprintIdentification","j:PersonStateFingerprintIdentification",1,0,"State ID number or a SID","","","A number issued by a state Automated Fingerprint Identification System (AFIS) based on submitted fingerprints.","nc","IdentificationType","nc:IdentificationType",,,
"nc","PersonStateIdentification","nc:PersonStateIdentification",1,0,,,,"An identification of a person based on a state-issued ID card.","nc","IdentificationType","nc:IdentificationType",,,
"nc","PersonStolenIdentityAssociation","nc:PersonStolenIdentityAssociation",1,0,,,,"An association between a person and a stolen identity used by that person.","nc","IdentityAssociationType","nc:IdentityAssociationType",,,
"scr","PersonSubjectEncounter","scr:PersonSubjectEncounter",1,0,,,,"An association between a PERSON and ENCOUNTER","im","AlienEncounterType","im:AlienEncounterType",,,
"nc","PersonSurName","nc:PersonSurName",1,0,,,,"A last name or family name of a person.","nc","PersonNameTextType","nc:PersonNameTextType",,,
"intel","PersonSystemIdentifier","intel:PersonSystemIdentifier",1,0,,,,"Details about a system identifier that references a person.","intel","SystemIdentifierType","intel:SystemIdentifierType",,,
"nc","PersonTaxIdentification","nc:PersonTaxIdentification",1,0,,,"Within the U.S., this identifier may also be a persons social security number (SSN) or another identifier.","An identification used to refer to a specific person within the tax system of a country.","nc","IdentificationType","nc:IdentificationType",,,
"scr","PersonTelephoneNumber","scr:PersonTelephoneNumber",1,0,,,,"An association between a PERSON and TELEPHONE","nc","TelephoneNumberType","nc:TelephoneNumberType",,,
"nc","PersonTemporaryAssignedUnitAssociation","nc:PersonTemporaryAssignedUnitAssociation",1,0,,,,"An association between a person and a temporarily assigned unit.","nc","PersonOrganizationAssociationType","nc:PersonOrganizationAssociationType",,,
"j","PersonTemporaryAssignmentUnit","j:PersonTemporaryAssignmentUnit",1,0,,,,"The organizational unit to which a person is assigned, specifically a temporary assignment.","nc","OrganizationType","nc:OrganizationType",,,
"j","PersonThermalFaceImage","j:PersonThermalFaceImage",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s thermal face image.","nc","BiometricType","nc:BiometricType",,,
"j","PersonThermalHandImage","j:PersonThermalHandImage",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s thermal hand image.","nc","BiometricType","nc:BiometricType",,,
"j","PersonThermalImage","j:PersonThermalImage",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s thermal image.","nc","BiometricType","nc:BiometricType",,,
"nc","PersonTooth","nc:PersonTooth",1,0,,,,"A tooth of a person.","nc","ToothType","nc:ToothType",,,
"j","PersonToothAugmentation","j:PersonToothAugmentation",1,0,"","","","Additional information about a tooth.","j","PersonToothAugmentationType","j:PersonToothAugmentationType",,,
"nc","PersonUnionCategory","nc:PersonUnionCategory",1,1,,,,"A kind of union between two people.",,,,,,
"nc","PersonUnionCategoryCode","nc:PersonUnionCategoryCode",1,0,,,,"A kind of union between two people.","nonauth","MarriageCategoryCodeType","nonauth:MarriageCategoryCodeType","nc","PersonUnionCategory","nc:PersonUnionCategory"
"nc","PersonUnionCategoryText","nc:PersonUnionCategoryText",1,0,,,,"A kind of union between two people.","nc","TextType","nc:TextType","nc","PersonUnionCategory","nc:PersonUnionCategory"
"nc","PersonUnionStatus","nc:PersonUnionStatus",1,0,,,,"A status of a union between two people.","nc","MarriageStatusType","nc:MarriageStatusType",,,
"nc","PersonUnionStatusCode","nc:PersonUnionStatusCode",1,0,,,,"A status of a union between two people.","nonauth","MarriageStatusCodeType","nonauth:MarriageStatusCodeType",,,
"j","PersonUrine","j:PersonUrine",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s urine.","nc","BiometricType","nc:BiometricType",,,
"nc","PersonUSCitizenIndicator","nc:PersonUSCitizenIndicator",1,0,,,,"True if a person is a citizen of the United States; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","PersonVeinPattern","j:PersonVeinPattern",1,0,,,,"A representation or an encoding of the identifying characteristics of a person&apos;s vein pattern.","nc","BiometricType","nc:BiometricType",,,
"j","PersonVendorIdentification","j:PersonVendorIdentification",1,0,"","","This ID may be assigned by an organization to identify a contractor.","An assigned ID to identify a vendor.","nc","IdentificationType","nc:IdentificationType",,,
"nc","PersonVisionPrescriptionText","nc:PersonVisionPrescriptionText",1,0,,,,"A prescription a person needs for corrective lenses or contacts.","nc","TextType","nc:TextType",,,
"nc","PersonWeightDescriptionText","nc:PersonWeightDescriptionText",1,0,,,,"A description of the weight of a person. ","nc","TextType","nc:TextType",,,
"nc","PersonWeightMeasure","nc:PersonWeightMeasure",1,0,,,,"A measurement of the weight of a person.","nc","WeightMeasureType","nc:WeightMeasureType",,,
"nc","PersonWorker","nc:PersonWorker",1,0,,,,"A person assigned to do work for or on behalf of a person.","nc","PersonType","nc:PersonType",,,
"nc","PersonWorkerAssociation","nc:PersonWorkerAssociation",1,0,,,,"An association between a person and a person assigned to do work for or on behalf of that person.","nc","PersonWorkerAssociationType","nc:PersonWorkerAssociationType",,,
"nc","PersonWorkLocation","nc:PersonWorkLocation",1,0,,,,"The work address or structure of a person. This association is used when the persons employer is not known. If the employer is known, use an Organization which in turn has a Location.","nc","LocationType","nc:LocationType",,,
"j","PersonWorkLocationStructure","j:PersonWorkLocationStructure",1,0,"","","This association is used when the persons employer is not known. If the employer is known, use an Organization which in turn has a Location.","The work address or structure of a person.","nc","FacilityType","nc:FacilityType","nc","PersonWorkPlace","nc:PersonWorkPlace"
"nc","PersonWorkPlace","nc:PersonWorkPlace",1,1,,,"This is used when the persons employer is not known. If the employer is known, use an Organization which in turn has a Location.","The work address or structure of a person.",,,,,,
"nc","PersonWorksAtFacilityAssociation","nc:PersonWorksAtFacilityAssociation",1,0,,,,"An association between a person and a facility at which that person works.","nc","FacilityPersonAssociationType","nc:FacilityPersonAssociationType","nc","FacilityPersonAssociation","nc:FacilityPersonAssociation"
"nc","PersonWritesLanguageIndicator","nc:PersonWritesLanguageIndicator",1,0,,,,"True if a person is able to write a language; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PersonXRayImage","nc:PersonXRayImage",1,0,,,,"An X-Ray image of a person or part of a person.","nc","ImageType","nc:ImageType",,,
"im","PhoneAssistIndicator","im:PhoneAssistIndicator",1,0,,,,"A flag indicating whether the officer assisted the alien in using a phone.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","PhoneAttemptsQuantity","im:PhoneAttemptsQuantity",1,0,,,,"A number indicating the number of attempts made by telephone to contact the party responsible for the juvenile alien.","nc","QuantityType","nc:QuantityType",,,
"im","PhoneUseRightsIndicator","im:PhoneUseRightsIndicator",1,0,,,,"A flag indicating whether the alien was made aware of his/her right to use a telephone.","niem-xsd","boolean","niem-xsd:boolean",,,
"scr","PhysicalEncounterAgentAssociation","scr:PhysicalEncounterAgentAssociation",1,0,,,,"An association between a AGENT and a PERSON ENCOUNTER","scr","PhysicalEncounterAgentAssociationType","scr:PhysicalEncounterAgentAssociationType",,,
"nc","PhysicalFeature","nc:PhysicalFeature",1,0,,,,"A prominent or easily identifiable aspect of something or someone.","nc","PhysicalFeatureType","nc:PhysicalFeatureType",,,
"nc","PhysicalFeatureCategory","nc:PhysicalFeatureCategory",1,1,,"skull (for a physical feature that is a tattoo)",,"A specific kind of physical feature.",,,,,,
"ansi-nist","PhysicalFeatureCategoryCode","ansi-nist:PhysicalFeatureCategoryCode",1,0,,,,"Indicates the source of the image as being a scar, a mark, or a tattoo.","ansi-nist","SMDCodeType","ansi-nist:SMDCodeType",,,
"intel","PhysicalFeatureCategoryCode","intel:PhysicalFeatureCategoryCode",1,0,"","mark, scar, tattoo, or other.","","A visible, atypical distinguishing trait, property or quality of a person.","nc","TextType","nc:TextType","nc","PhysicalFeatureCategory","nc:PhysicalFeatureCategory"
"nc","PhysicalFeatureCategoryCode","nc:PhysicalFeatureCategoryCode",1,0,,,,"A specific kind of physical feature.","fbi","SMTCodeType","fbi:SMTCodeType","nc","PhysicalFeatureCategory","nc:PhysicalFeatureCategory"
"nc","PhysicalFeatureCategoryText","nc:PhysicalFeatureCategoryText",1,0,,,,"A specific kind of physical feature.","nc","TextType","nc:TextType","nc","PhysicalFeatureCategory","nc:PhysicalFeatureCategory"
"ansi-nist","PhysicalFeatureClassCode","ansi-nist:PhysicalFeatureClassCode",1,0,,,,"Indicates the human tattoo class of an SMT, OTHER if not tattoo.","ansi-nist","PCCCodeType","ansi-nist:PCCCodeType",,,
"ansi-nist","PhysicalFeatureColorDetail","ansi-nist:PhysicalFeatureColorDetail",1,0,,,,"","ansi-nist","PhysicalFeatureColorDetailType","ansi-nist:PhysicalFeatureColorDetailType",,,
"ansi-nist","PhysicalFeatureDescriptionDetail","ansi-nist:PhysicalFeatureDescriptionDetail",1,0,,,,"A complete description of scars, marks, or tattoos visible in a transmitted image","ansi-nist","PhysicalFeatureDescriptionType","ansi-nist:PhysicalFeatureDescriptionType",,,
"ansi-nist","PhysicalFeatureDescriptionText","ansi-nist:PhysicalFeatureDescriptionText",1,0,,,,"Additional free text qualifiers describing the contents of the image.","nc","TextType","nc:TextType",,,
"nc","PhysicalFeatureDescriptionText","nc:PhysicalFeatureDescriptionText",1,0,,,,"A description of a physical feature.","nc","TextType","nc:TextType",,,
"nc","PhysicalFeatureGeneralCategoryText","nc:PhysicalFeatureGeneralCategoryText",1,0,,"scar, mark, tattoo, missing limb",,"A general kind of physical feature.","nc","TextType","nc:TextType",,,
"ansi-nist","PhysicalFeatureHeightMeasure","ansi-nist:PhysicalFeatureHeightMeasure",1,0,,,,"The feature&apos;s height in whole centimeters","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PhysicalFeatureImage","ansi-nist:PhysicalFeatureImage",1,0,,,,"","ansi-nist","PhysicalFeatureImageType","ansi-nist:PhysicalFeatureImageType","ansi-nist","RecordImage","ansi-nist:RecordImage"
"nc","PhysicalFeatureImage","nc:PhysicalFeatureImage",1,0,,,,"A digital image of a physical feature.","nc","ImageType","nc:ImageType",,,
"nc","PhysicalFeatureLocationText","nc:PhysicalFeatureLocationText",1,0,,,,"A location of a physical feature.","nc","TextType","nc:TextType",,,
"ansi-nist","PhysicalFeatureNCICCode","ansi-nist:PhysicalFeatureNCICCode",1,0,,,,"NCIC code for a particular scar, mark, or tattoo.","fbi","SMTCodeType","fbi:SMTCodeType",,,
"ansi-nist","PhysicalFeaturePrimaryColorCode","ansi-nist:PhysicalFeaturePrimaryColorCode",1,0,,,,"Primary Color of  a tattoo in an image.","ansi-nist","COLCodeType","ansi-nist:COLCodeType",,,
"ansi-nist","PhysicalFeatureSecondaryColorCode","ansi-nist:PhysicalFeatureSecondaryColorCode",1,0,,,,"Secondary Color of  a tattoo in an image.","ansi-nist","COLCodeType","ansi-nist:COLCodeType",,,
"ansi-nist","PhysicalFeatureSize","ansi-nist:PhysicalFeatureSize",1,0,,,,"The dimensions of the scar, mark, or tattoo.","ansi-nist","PhysicalFeatureSizeType","ansi-nist:PhysicalFeatureSizeType",,,
"ansi-nist","PhysicalFeatureSubClassCode","ansi-nist:PhysicalFeatureSubClassCode",1,0,,,,"Indicates the human tattoo subclass of an SMT, MISC if not tattoo.","ansi-nist","PSCCodeType","ansi-nist:PSCCodeType",,,
"ansi-nist","PhysicalFeatureWidthMeasure","ansi-nist:PhysicalFeatureWidthMeasure",1,0,,,,"The feature&apos;s width in whole centimeters","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"scr","PhysicalMarkingCategoryCode","scr:PhysicalMarkingCategoryCode",1,0,,,,"A classification of the kind of PERSON PHYSICAL MARKING.","scr","PhysicalMarkingCategoryCodeType","scr:PhysicalMarkingCategoryCodeType",,,
"im","PL9484AmendedIndicator","im:PL9484AmendedIndicator",1,0,,,,"True if the Exchange Visitor (EV) is participating as an alien Physician (Category code of 6), which would result in the EV being flagged as subject to the two-year residence requirement; false otherwise.  ","niem-xsd","boolean","niem-xsd:boolean",,,
"j","Plea","j:Plea",1,0,"","","This could be Guilty, Not Guilty, for adult, Admit, Deny for juvenile.","Details about an answer which a defendant in an action at law makes to the State&apos;s charges.","j","PleaType","j:PleaType",,,
"j","PleaCategoryCode","j:PleaCategoryCode",1,0,"","","","A kind of plea.","ut_offender","PleaCategoryCodeType","ut_offender:PleaCategoryCodeType",,,
"j","PleaDescriptionText","j:PleaDescriptionText",1,0,,,,"A description of a plea.","nc","TextType","nc:TextType",,,
"j","PleaGuiltyIndicator","j:PleaGuiltyIndicator",1,0,,,,"True if a person admits guilt in relation to a charge; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","PleaNegotiatedIndicator","j:PleaNegotiatedIndicator",1,0,,,,"True if a plea is negotiated with the prosecution; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","PleaNoContestIndicator","j:PleaNoContestIndicator",1,0,,,,"True if a person is willing to accept the consequences of a charge without admitting guilt or innocence; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","PleaRecommendationText","j:PleaRecommendationText",1,0,,,,"A recommended plea agreement for violent, most serious, or armed offenses.","nc","TextType","nc:TextType",,,
"xls","POI","xls:POI",1,0,,,,"",,,,,,
"geo","Point","geo:Point",1,0,,,,"A 2D or 3D geometric point.","geo","PointType","geo:PointType","geo","Location","geo:Location"
"gml","Point","gml:Point",1,0,,,,"",,,,,,
"geo","PointOfInterest","geo:PointOfInterest",1,0,,,,"Something with a fixed position that may be used as a reference point or a target in an OpenLS service. A POI is the primary output from an OpenLS Directory Service.","geo","PointOfInterestType","geo:PointOfInterestType","geo","Location","geo:Location"
"nc","pointValueMargin","nc:pointValueMargin",0,0,,,,"A margin of error of a measurement point value.","xsd","decimal","xsd:decimal",,,
"geo","Polygon","geo:Polygon",1,0,,,,"A polygon; a geometric surface defined by a single surface patch whose boundary is coplanar.","geo","PolygonType","geo:PolygonType","geo","Location","geo:Location"
"gml","Polygon","gml:Polygon",1,0,,,,"",,,,,,
"scr","PortOfEntryCode","scr:PortOfEntryCode",1,0,"","","","An organization location that is used for operating sea and land traffic .","nc","TextType","nc:TextType",,,
"ansi-nist","PosePitchAngleMeasure","ansi-nist:PosePitchAngleMeasure",1,0,,,,"Rogation about the horizontal &apos;x&apos; axis.","niem-xsd","integer","niem-xsd:integer",,,
"ansi-nist","PosePitchUncertaintyValue","ansi-nist:PosePitchUncertaintyValue",1,0,,,,"The pitch uncertainty.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PoseRollAngleMeasure","ansi-nist:PoseRollAngleMeasure",1,0,,,,"Rotation about the &apos;z&apos; axis.","niem-xsd","integer","niem-xsd:integer",,,
"ansi-nist","PoseRollUncertaintyValue","ansi-nist:PoseRollUncertaintyValue",1,0,,,,"The roll uncertainty.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PoseYawAngleMeasure","ansi-nist:PoseYawAngleMeasure",1,0,,,,"Rotation about the vertical &apos;y&apos; axis.","niem-xsd","integer","niem-xsd:integer",,,
"ansi-nist","PoseYawUncertaintyValue","ansi-nist:PoseYawUncertaintyValue",1,0,,,,"The yaw uncertainty.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"geo","Position","geo:Position",1,0,,,,"An observed or calculated geographic position and quality of position; the primary output from an OpenLS Gateway Service.","geo","PositionType","geo:PositionType","geo","Location","geo:Location"
"xls","Position","xls:Position",1,0,,,,"",,,,,,
"ansi-nist","PositionBottomCoordinateValue","ansi-nist:PositionBottomCoordinateValue",1,0,,,,"In pixels, the bottom vertical offset of the segment box within an image.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PositionDirectionDegreeValue","ansi-nist:PositionDirectionDegreeValue",1,0,,,,"Direction of the core opening, through the center of curvature for the innermost recurve at maximum curvature in integer degrees (000 to 360)","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PositionHorizontalCoordinateValue","ansi-nist:PositionHorizontalCoordinateValue",1,0,,,,"The minutia&apos;s X coordinate","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PositionThetaAngleMeasure","ansi-nist:PositionThetaAngleMeasure",1,0,,,,"The minutia&apos;s theta angle","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PositionTopCoordinateValue","ansi-nist:PositionTopCoordinateValue",1,0,,,,"In pixels, the top vertical offset of the segment box within an image.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PositionUncertaintyValue","ansi-nist:PositionUncertaintyValue",1,0,,,,"Radius of position uncertainty (PUM) in the manual or automatic placement of the core in integer units of 10 micrometers.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","PositionVerticalCoordinateValue","ansi-nist:PositionVerticalCoordinateValue",1,0,,,,"The minutia&apos;s Y coordinate","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"geo","PostalAddressProperty","geo:PostalAddressProperty",1,0,,,,"Encapsulates or references a PostalAddress element. The Geography Markup Language (GML) specification uses property types and elements to encapsulate or reference GML class elements with identity.  This element allows NIEM PostalAddress elements to be referenced from GML conformant application schemas developed for use with NIEM.","geo","PostalAddressPropertyType","geo:PostalAddressPropertyType",,,
"intel","PotentialIdentityMatchAssociation","intel:PotentialIdentityMatchAssociation",1,0,,,,"An association relating a set of identities that may potentially belong to the same person.","intel","PotentialIdentityMatchAssociationType","intel:PotentialIdentityMatchAssociationType",,,
"intel","PotentialIdentityMatchDescriptionText","intel:PotentialIdentityMatchDescriptionText",1,0,,,,"A description of why the different identities may belong to the same person.","nc","TextType","nc:TextType",,,
"im","PresenceUnlawfulIndicator","im:PresenceUnlawfulIndicator",1,0,,,,"True if the District Officer finds that the alien student is in status violation, or has been denied a reinstatement; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","PreviousActivityAssociation","nc:PreviousActivityAssociation",1,0,,,,"An association between an activity and a preceding activity.","nc","RelatedActivityAssociationType","nc:RelatedActivityAssociationType",,,
"it","PreviousCustomsDocument","it:PreviousCustomsDocument",1,0,,,,"A document used for declaration previously presented on Customs territory.","nc","DocumentType","nc:DocumentType",,,
"j","PreviousSentence","j:PreviousSentence",1,0,,,,"An old sentence term and conditions that have since been replaced by an amended sentence.","j","SentenceType","j:SentenceType",,,
"scr","PrimaryDocument","scr:PrimaryDocument",1,0,,,,"","nc","DocumentType","nc:DocumentType",,,
"intel","PrimaryIdentity","intel:PrimaryIdentity",1,0,,,,"An identity that a person is first known as (e.g., for law enforcement), primarily known as, or primarily goes by.  This may or may not be the -real- or authenticated identity.","nc","PersonType","nc:PersonType",,,
"scr","PrimaryLocation","scr:PrimaryLocation",1,0,,,,"An identifier that represents a LOCATION. ","nc","LocationType","nc:LocationType",,,
"scr","PrincipalIndicator","scr:PrincipalIndicator",1,0,,,,"An indicator indicating whether another alien may derive lawful status under immigration law from this ALIEN .","niem-xsd","boolean","niem-xsd:boolean",,,
"im","PrintedI20sQuantity","im:PrintedI20sQuantity",1,0,,,,"A number indicating the number of I-20s printed for an alien student to date.","nc","QuantityType","nc:QuantityType",,,
"nc","ProbabilityNumeric","nc:ProbabilityNumeric",1,0,,,,"A decimal value that indicates computed likelihood that what the content is true or accurate. This value is based on a calculation of probability of occurrence or truth.","nc","PercentageType","nc:PercentageType",,,
"j","Probation","j:Probation",1,0,,,,"A judicial requirement that a person fulfill certain conditions of behavior in lieu of jail time.","nc","SupervisionType","nc:SupervisionType",,,
"it","ProcessingEstablishment","it:ProcessingEstablishment",1,0,,,,"","nc","OrganizationType","nc:OrganizationType",,,
"nc","Program","nc:Program",1,0,"","","","A set of projects, activities, or services intended to meet a need.","nc","ProgramType","nc:ProgramType",,,
